"session_id","n_hit","n_fa","n_miss","n_cr","acc_43","sum"
1620,29,11,1,19,"80%",60
1621,28,15,2,15,"72%",60
1622,26,6,4,24,"83%",60
1623,16,0,14,29,"76%",59
1625,28,2,2,28,"93%",60
1626,30,4,0,26,"93%",60
1627,27,10,3,20,"78%",60
1628,29,0,1,30,"98%",60
1629,21,18,9,12,"55%",60
1630,27,4,3,26,"88%",60
1631,22,4,8,26,"80%",60
1632,21,4,9,26,"78%",60
1633,27,3,3,27,"90%",60
1635,29,3,1,27,"93%",60
1636,29,4,1,26,"92%",60
1637,23,6,7,23,"78%",59
1638,18,9,11,21,"66%",59
1639,15,19,15,11,"43%",60
1640,23,8,7,22,"75%",60
1641,23,4,7,26,"82%",60
1642,19,16,11,14,"55%",60
1643,29,2,1,27,"95%",59
1645,26,11,4,19,"75%",60
1646,30,1,0,29,"98%",60
1647,26,6,4,24,"83%",60
1648,30,0,0,30,"100%",60
1649,28,13,2,17,"75%",60
1650,26,6,4,24,"83%",60
1651,29,7,1,23,"87%",60
1653,20,24,10,6,"43%",60
1654,25,7,4,23,"81%",59
1655,13,13,17,16,"49%",59
1656,28,2,2,28,"93%",60
1657,29,11,1,19,"80%",60
1658,23,3,7,27,"83%",60
1659,29,5,1,25,"90%",60
1660,27,3,3,27,"90%",60
1663,25,9,5,21,"77%",60
1664,23,4,7,25,"81%",59
1666,26,0,2,30,"97%",58
1667,27,1,3,28,"93%",59
1668,28,2,2,28,"93%",60
1669,24,2,4,26,"89%",56
1671,16,1,14,29,"75%",60
1672,27,5,3,25,"87%",60
1673,28,7,2,23,"85%",60
1674,29,1,0,29,"98%",59
1675,20,2,9,28,"81%",59
1676,22,15,8,14,"61%",59
1677,21,12,9,18,"65%",60
1678,29,2,1,28,"95%",60
1679,24,1,6,29,"88%",60
1680,24,0,5,30,"92%",59
1681,19,2,11,27,"78%",59
1682,25,8,5,22,"78%",60
1683,27,0,3,30,"95%",60
1684,25,0,5,30,"92%",60
1685,26,6,4,24,"83%",60
1686,27,8,3,22,"82%",60
1687,30,2,0,28,"97%",60
1688,23,10,6,19,"72%",58
1689,21,10,9,20,"68%",60
1690,16,20,14,9,"42%",59
1691,26,5,3,25,"86%",59
1692,13,7,16,22,"60%",58
1693,28,10,2,20,"80%",60
1694,24,7,6,23,"78%",60
1695,25,5,4,24,"84%",58
1696,29,3,0,27,"95%",59
1697,26,21,4,9,"58%",60
1698,29,0,0,29,"100%",58
1699,28,1,2,29,"95%",60
1700,24,6,6,24,"80%",60
1701,28,0,2,30,"97%",60
1702,17,3,13,27,"73%",60
1703,29,2,1,28,"95%",60
1704,24,7,5,23,"80%",59
1705,19,17,11,13,"53%",60
1706,28,4,2,26,"90%",60
1707,27,4,2,26,"90%",59
1708,26,4,4,26,"87%",60
1709,27,2,3,28,"92%",60
1710,18,12,12,18,"60%",60
1711,30,2,0,28,"97%",60
1712,29,3,1,27,"93%",60
1713,26,10,4,19,"76%",59
1714,29,3,1,27,"93%",60
1715,28,5,2,25,"88%",60
1716,28,1,1,28,"97%",58
1717,25,4,5,26,"85%",60
1718,29,3,1,27,"93%",60
1719,26,1,4,29,"92%",60
1720,30,30,0,0,"50%",60
1721,19,0,11,29,"81%",59
1722,26,10,3,20,"78%",59
1723,27,0,3,30,"95%",60
1724,29,2,1,28,"95%",60
1725,12,13,18,17,"48%",60
1726,21,9,9,21,"70%",60
1727,27,1,3,29,"93%",60
1728,27,4,3,26,"88%",60
1729,28,2,2,28,"93%",60
1730,29,10,1,20,"82%",60
1732,26,11,4,19,"75%",60
1735,27,11,3,19,"77%",60
1736,28,2,2,28,"93%",60
1737,27,8,3,22,"82%",60
1738,25,16,5,14,"65%",60
1740,29,1,1,29,"97%",60
1741,27,4,3,26,"88%",60
1742,27,3,3,27,"90%",60
1743,29,0,1,30,"98%",60
1746,28,0,2,30,"97%",60
1747,28,0,2,30,"97%",60
1748,18,15,12,15,"55%",60
1749,30,0,0,30,"100%",60
1750,29,0,1,30,"98%",60
1754,26,8,4,22,"80%",60
1755,30,1,0,29,"98%",60
1756,21,18,9,12,"55%",60
1758,24,3,6,27,"85%",60
1759,8,9,22,21,"48%",60
1760,18,11,12,19,"62%",60
1761,30,1,0,29,"98%",60
1765,23,0,7,30,"88%",60
1766,28,0,2,30,"97%",60
1767,26,1,4,29,"92%",60
1768,25,22,5,8,"55%",60
1769,26,12,4,18,"73%",60
1770,20,17,10,13,"55%",60
1771,19,14,11,16,"58%",60
1772,29,3,1,27,"93%",60
1773,23,9,7,21,"73%",60
1774,25,5,5,25,"83%",60
1776,24,1,6,29,"88%",60
1777,27,5,3,25,"87%",60
1778,28,6,2,24,"87%",60
1779,29,3,1,27,"93%",60
1780,27,10,3,20,"78%",60
1781,27,9,3,21,"80%",60
1782,17,0,13,30,"78%",60
1783,18,12,12,18,"60%",60
1784,27,1,3,29,"93%",60
1785,30,2,0,28,"97%",60
1787,20,7,10,23,"72%",60
1789,17,6,2,11,"78%",36
1790,22,8,8,22,"73%",60
1792,28,3,2,27,"92%",60
1793,28,0,2,30,"97%",60
1794,26,20,4,10,"60%",60
1795,29,5,1,25,"90%",60
1796,30,4,0,26,"93%",60
1797,26,8,4,22,"80%",60
1798,29,6,1,24,"88%",60
1799,20,16,10,14,"57%",60
1800,21,2,9,28,"82%",60
1804,25,9,5,21,"77%",60
1805,28,2,2,28,"93%",60
1806,28,1,2,29,"95%",60
1808,24,1,6,29,"88%",60
1809,30,0,0,30,"100%",60
1810,17,5,13,25,"70%",60
1811,29,4,1,26,"92%",60
1812,21,11,9,19,"67%",60
1813,25,2,5,28,"88%",60
1814,29,1,1,29,"97%",60
1815,25,4,5,26,"85%",60
1816,28,2,2,28,"93%",60
1817,27,4,3,26,"88%",60
1818,27,0,3,30,"95%",60
1819,28,0,2,30,"97%",60
1820,20,9,10,21,"68%",60
1821,29,0,1,30,"98%",60
1823,24,15,6,15,"65%",60
1824,22,4,8,26,"80%",60
1827,22,0,8,30,"87%",60
1828,19,5,11,25,"73%",60
1829,26,6,4,24,"83%",60
1830,30,1,0,29,"98%",60
1831,30,0,0,30,"100%",60
1832,28,1,2,29,"95%",60
1833,29,16,1,14,"72%",60
1834,29,1,1,29,"97%",60
1836,27,1,3,29,"93%",60
1837,29,10,1,20,"82%",60
1838,30,11,0,19,"82%",60
1839,7,8,23,22,"48%",60
1840,24,5,6,25,"82%",60
1841,23,14,7,16,"65%",60
1842,19,0,11,30,"82%",60
1843,20,16,10,14,"57%",60
1844,24,7,6,23,"78%",60
1845,28,0,2,30,"97%",60
1846,20,20,10,10,"50%",60
1847,30,2,0,28,"97%",60
1850,24,10,6,20,"73%",60
1851,21,9,9,21,"70%",60
1856,29,0,1,30,"98%",60
1857,27,5,3,25,"87%",60
1859,23,13,7,17,"67%",60
1860,23,9,7,21,"73%",60
1861,28,0,2,30,"97%",60
1862,28,2,2,28,"93%",60
1863,30,2,0,28,"97%",60
1865,30,5,0,25,"92%",60
1866,30,4,0,26,"93%",60
1867,29,5,1,25,"90%",60
1868,22,0,8,30,"87%",60
1869,27,7,3,23,"83%",60
1870,22,8,8,22,"73%",60
1872,30,1,0,29,"98%",60
